1.616463184,7.537000179
1.482383013,7.521999836
1.48063302,7.504000187
1.564979553,7.493999958
1.443571925,7.468999863
1.503944635,7.376999855
1.479204416,7.315999985
1.405706048,7.31400013
1.494387269,7.28399992
1.484414935,7.28399992
1.375382423,7.212999821
1.109706283,7.078999996
1.487097263,7.006000042
1.546259284,6.993000031
1.535706639,6.977000237
1.487923384,6.951000214
1.463780761,6.890999794
1.741943598,6.862999916
1.44163394,6.714000225
1.25278461,6.65199995
1.626343369,6.647999763
1.10735321,6.635000229
1.352682352,6.609000206
1.185295463,6.598999977
1.153183818,6.578000069
1.69227767,6.572000027
1.343279839,6.52699995
1.217559695,6.453999996
0.872001946,6.453999996
1.233748436,6.452000141
1.430923462,6.441999912
1.127868772,6.423999786
1.433626533,6.421999931
1.384397864,6.402999878
1.870765686,6.375
1.070622325,6.356999874
1.530623555,6.343999863
1.361355901,6.168000221
1.632952452,6.105000019
1.325393558,6.09800005
1.488412261,6.086999893
1.29121542,6.084000111
0.737299204,6.071000099
1.000820398,6.007999897
0.909784496,6.002999783
1.291787863,5.97300005
0.786441088,5.971000195
1.395066619,5.964000225
1.281778097,5.962999821
0.907975316,5.955999851
1.416915178,5.920000076
1.314582348,5.90199995
1.091864467,5.872000217
1.260748625,5.849999905
1.401678443,5.837999821
0.72887063,5.837999821
1.217683911,5.824999809
0.833756566,5.822999954
1.130776763,5.822000027
1.28455627,5.818999767
1.346911311,5.809999943
1.341205955,5.757999897
1.035225272,5.715000153
1.189395547,5.629000187
1.355938077,5.620999813
1.32087934,5.611000061
1.15655756,5.568999767
1.101803064,5.525000095
1.198274374,5.5
0.932537317,5.493000031
1.551674843,5.472000122
0.857699215,5.429999828
1.069317579,5.394999981
0.991012394,5.335999966
1.286011934,5.323999882
0.925579309,5.31099987
1.222556233,5.293000221
0.951484382,5.278999805
1.081165791,5.272999763
0.726883531,5.269000053
0.995538592,5.262000084
1.128431201,5.25
1.121129036,5.236999989
0.878114581,5.235000134
1.153601766,5.234000206
1.079373837,5.230000019
1.289487481,5.227000237
1.074987531,5.224999905
1.315175295,5.195000172
0.982409418,5.18200016
0.730573118,5.181000233
1.064577937,5.175000191
0.022643184,5.151000023
0.788547575,5.073999882
0.783756256,5.073999882
0.524713635,5.040999889
0.885416389,5.011000156
0.596220076,5.004000187
0.479820192,4.961999893
1.027235866,4.954999924
1.054698706,4.828999996
1.007265806,4.804999828
0.716249228,4.775000095
0.989701807,4.735000134
1.161459088,4.714000225
0.368420929,4.709000111
0.564305365,4.695000172
1.156873107,4.691999912
0.996192753,4.644000053
0.586682975,4.607999802
0.964434326,4.573999882
0.560479462,4.552999973
0.23430565,4.550000191
0.36711055,4.545000076
0.479309022,4.534999847
0.636406779,4.513999939
1.102710485,4.497000217
1.198210239,4.465000153
0.339233845,4.460000038
1.009850144,4.440000057
0.900596738,4.375999928
0.792221248,4.315000057
0.648457289,4.291999817
0.808964252,4.290999889
0.950612664,4.285999775
0.092102349,4.28000021
0.476180494,4.190000057
0.603048921,4.179999828
0.601765096,4.168000221
0.659516692,4.138999939
0.667224824,4.119999886
0.894651949,4.096000195
0.381430715,4.080999851
0.350227714,4.032000065
0.161925331,4.027999878
0.233442038,3.970000029
0.438012987,3.936000109
0.375846535,3.875
0.521021247,3.808000088
0.85842818,3.795000076
0.401477218,3.79399991
1.122094154,3.766000032
0.431085408,3.657000065
0.305808693,3.644000053
0.368610263,3.602999926
0.591683447,3.592999935
0.397248626,3.59100008
0.119041793,3.532999992
0.24454993,3.506999969
0.305444717,3.494999886
0.368745893,3.470999956
0.777153134,3.461999893
0.511135876,3.348999977
0.091622569,2.904999971
