1.616463184,0.796666503,7.537000179
1.482383013,0.792565525,7.521999836
1.48063302,0.833552122,7.504000187
1.564979553,0.858131289,7.493999958
1.443571925,0.80915767,7.468999863
1.503944635,0.810696125,7.376999855
1.479204416,0.834557652,7.315999985
1.405706048,0.816759706,7.31400013
1.494387269,0.830875158,7.28399992
1.484414935,0.843886793,7.28399992
1.375382423,0.838404,7.212999821
1.109706283,0.759509265,7.078999996
1.487097263,0.815328419,7.006000042
1.546259284,0.774286628,6.993000031
1.535706639,0.809782624,6.977000237
1.487923384,0.798950732,6.951000214
1.463780761,0.818091869,6.890999794
1.741943598,0.845089495,6.862999916
1.44163394,0.805335939,6.714000225
1.25278461,0.819479704,6.65199995
1.626343369,0.726798236,6.647999763
1.10735321,0.616552353,6.635000229
1.352682352,0.754444003,6.609000206
1.185295463,0.695137084,6.598999977
1.153183818,0.709978998,6.578000069
1.69227767,0.949492395,6.572000027
1.343279839,0.821944237,6.52699995
1.217559695,0.719216824,6.453999996
0.872001946,0.54023999,6.453999996
1.233748436,0.706156135,6.452000141
1.430923462,0.844465852,6.441999912
1.127868772,0.647239029,6.423999786
1.433626533,0.793984234,6.421999931
1.384397864,0.8889606,6.402999878
1.870765686,0.710098088,6.375
1.070622325,0.595027924,6.356999874
1.530623555,0.59014833,6.343999863
1.361355901,0.519983292,6.168000221
1.632952452,0.632105708,6.105000019
1.325393558,0.712732911,6.09800005
1.488412261,0.653133035,6.086999893
1.29121542,0.618784428,6.084000111
0.737299204,0.653095961,6.071000099
1.000820398,0.685636222,6.007999897
0.909784496,0.596018553,6.002999783
1.291787863,0.699475348,5.97300005
0.786441088,0.498272628,5.971000195
1.395066619,0.853144348,5.964000225
1.281778097,0.547349334,5.962999821
0.907975316,0.450191766,5.955999851
1.416915178,0.913475871,5.920000076
1.314582348,0.62894994,5.90199995
1.091864467,0.617584646,5.872000217
1.260748625,0.638566971,5.849999905
1.401678443,0.900214076,5.837999821
0.72887063,0.589465201,5.837999821
1.217683911,0.685158312,5.824999809
0.833756566,0.47363025,5.822999954
1.130776763,0.43772608,5.822000027
1.28455627,0.606041551,5.818999767
1.346911311,0.834647238,5.809999943
1.341205955,0.790828228,5.757999897
1.035225272,0.630166113,5.715000153
1.189395547,0.638007462,5.629000187
1.355938077,0.844714701,5.620999813
1.32087934,0.695168316,5.611000061
1.15655756,0.637714267,5.568999767
1.101803064,0.52016902,5.525000095
1.198274374,0.637605608,5.5
0.932537317,0.579250693,5.493000031
1.551674843,0.943062425,5.472000122
0.857699215,0.468009055,5.429999828
1.069317579,0.650784671,5.394999981
0.991012394,0.604590058,5.335999966
1.286011934,0.687763453,5.323999882
0.925579309,0.641022384,5.31099987
1.222556233,0.701288521,5.293000221
0.951484382,0.54145205,5.278999805
1.081165791,0.741415501,5.272999763
0.726883531,0.402047783,5.269000053
0.995538592,0.492345721,5.262000084
1.128431201,0.617144227,5.25
1.121129036,0.667464674,5.236999989
0.878114581,0.597710669,5.235000134
1.153601766,0.540775776,5.234000206
1.079373837,0.574873745,5.230000019
1.289487481,0.810198903,5.227000237
1.074987531,0.735081077,5.224999905
1.315175295,0.795843542,5.195000172
0.982409418,0.705186307,5.18200016
0.730573118,0.58256948,5.181000233
1.064577937,0.644948184,5.175000191
0.022643184,0.113989137,5.151000023
0.788547575,0.652168989,5.073999882
0.783756256,0.05691573,5.073999882
0.524713635,0.529235125,5.040999889
0.885416389,0.495879292,5.011000156
0.596220076,0.553457797,5.004000187
0.479820192,0.504130781,4.961999893
1.027235866,0.557783484,4.954999924
1.054698706,0.18708007,4.828999996
1.007265806,0.613212049,4.804999828
0.716249228,0.565666974,4.775000095
0.989701807,0.520187259,4.735000134
1.161459088,0.70821768,4.714000225
0.368420929,0.005564754,4.709000111
0.564305365,0.132892117,4.695000172
1.156873107,0.639333189,4.691999912
0.996192753,0.731159747,4.644000053
0.586682975,0.533241034,4.607999802
0.964434326,0.338611811,4.573999882
0.560479462,0.30998835,4.552999973
0.23430565,0.106654435,4.550000191
0.36711055,0.397522569,4.545000076
0.479309022,0.409362853,4.534999847
0.636406779,0.257835895,4.513999939
1.102710485,0.50118047,4.497000217
1.198210239,0.356578588,4.465000153
0.339233845,0.353409708,4.460000038
1.009850144,0.625130832,4.440000057
0.900596738,0.637524426,4.375999928
0.792221248,0.455427617,4.315000057
0.648457289,0.28534928,4.291999817
0.808964252,0.289957434,4.290999889
0.950612664,0.649546981,4.285999775
0.092102349,0.191407025,4.28000021
0.476180494,0.169365674,4.190000057
0.603048921,0.04864217,4.179999828
0.601765096,0.429783404,4.168000221
0.659516692,0.290920824,4.138999939
0.667224824,0.295637727,4.119999886
0.894651949,0.575903952,4.096000195
0.381430715,0.217632607,4.080999851
0.350227714,0.215844259,4.032000065
0.161925331,0.268505007,4.027999878
0.233442038,0.315089583,3.970000029
0.438012987,0.041134715,3.936000109
0.375846535,0.196763754,3.875
0.521021247,0.24989293,3.808000088
0.85842818,0.049868666,3.795000076
0.401477218,0.180746779,3.79399991
1.122094154,0.341755509,3.766000032
0.431085408,0.209930211,3.657000065
0.305808693,0.375223309,3.644000053
0.368610263,0.27732113,3.602999926
0.591683447,0.310080916,3.592999935
0.397248626,0.163486004,3.59100008
0.119041793,0.229918197,3.532999992
0.24454993,0.194129139,3.506999969
0.305444717,0.247105569,3.494999886
0.368745893,0.326424807,3.470999956
0.777153134,0.500533342,3.461999893
0.511135876,0.364509284,3.348999977
0.091622569,0.151610792,2.904999971
